trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9999987675502532}",30,0,-102.07075598871127,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.9999950702040505}",25,0,-136.05010637955723,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.9999889079705055}",25,15,-5.473324631352613,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
4,False,"{'a': 0.5, 'e': 0.9999802808648077}",25,17,-48.746754373673575,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
5,False,"{'a': 0.5, 'e': 0.9999691889082218}",20,0,-92.24493954577756,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.9999556321280886}",25,5,-41.21927381933705,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
7,False,"{'a': 0.5, 'e': 0.9999396105578239}",30,0,-199.38905534208988,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 5}",0
8,False,"{'a': 0.5, 'e': 0.9999211242369195}",20,2,7.1133409086852115,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.9999001732109422}",30,0,-83.84347855507025,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9998767575315342}",25,13,-2.3824015396102545,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.9998508772564129}",20,0,-97.56284290836601,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9998225324493704}",25,0,-115.95996869550791,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
13,False,"{'a': 0.5, 'e': 0.9997917231802739}",25,0,-172.1367009308596,"{0: 14, 1: 0, 2: 5, 3: 5, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.9997584495250651}",35,0,-186.26704312468908,"{0: 25, 1: 0, 2: 4, 3: 3, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.9997227115657603}",25,0,-81.48947765106062,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",1
16,False,"{'a': 0.5, 'e': 0.99968450939045}",20,0,-245.1461242936034,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 5}",0
17,False,"{'a': 0.5, 'e': 0.9996438430932985}",25,0,-21.54075371418629,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.9996007127745443}",30,0,-76.10405654880338,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.9995551185404994}",25,0,-6.022380318951703,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
20,False,"{'a': 0.5, 'e': 0.9995070605035489}",30,0,-92.94773580459177,"{0: 23, 1: 3, 2: 1, 3: 1, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.999456538782151}",30,0,-61.46606622262535,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.9994035535008366}",25,0,-51.02458396512126,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.9993481047902093}",25,0,-133.23126413830363,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.9992901927869444}",30,0,-120.1325651102927,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.9992298176337894}",20,0,-59.95489468626776,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9991669794795627}",25,5,-140.39660056101928,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",1
27,False,"{'a': 0.5, 'e': 0.9991016784791542}",20,4,-35.50150916242783,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.9990339147935242}",25,0,-81.62881027603328,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.9989636885897035}",20,0,-64.3944261171824,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.9988910000407927}",20,0,-38.257832271926105,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.9988158493259616}",20,2,16.703603926623206,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.998738236630449}",25,0,-42.410230474465166,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.9986581621455628}",20,0,-114.13838833646933,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.9985756260686783}",25,0,-20.49850490181782,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.9984906286032388}",20,0,-48.75179602384338,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.9984031699587543}",20,0,-118.75213188091104,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9983132503508017}",20,0,13.421186738549247,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
38,False,"{'a': 0.5, 'e': 0.9982208700010238}",20,0,-85.20501208768137,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.9981260291371287}",20,0,-59.32723798298066,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.9980287279928899}",20,0,-83.27447022140245,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9979289668081447}",30,0,-110.7372387133285,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9978267458287945}",25,0,-104.79532320609346,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.9977220653068037}",30,0,-54.1157417778111,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.9976149255001993}",25,0,0.9761828067884151,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.9975053266730701}",30,0,-10.894485777612287,"{0: 26, 1: 2, 2: 0, 3: 2, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9973932690955664}",20,8,-24.231282178213643,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.9972787530438985}",20,0,-98.82274942067757,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9971617788003372}",25,2,-131.8068958199151,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 3}",1
49,False,"{'a': 0.5, 'e': 0.9970423466532122}",25,6,7.980889060695251,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
50,False,"{'a': 0.5, 'e': 0.9969204568969118}",20,0,-150.24991293663143,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 3}",0
51,False,"{'a': 0.5, 'e': 0.9967961098318819}",25,3,-80.35236101463897,"{0: 16, 1: 0, 2: 3, 3: 2, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.9966693057646256}",20,0,-115.94513910291687,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.9965400450077021}",35,21,-20.687350919180894,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.9964083278797263}",25,9,13.66338598229484,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.5, 'e': 0.9962741547053676}",25,3,-59.08760214095549,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
56,False,"{'a': 0.5, 'e': 0.9961375258153493}",20,0,-24.55974822607464,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.995998441546448}",25,0,-152.8402356351794,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 3}",0
58,False,"{'a': 0.5, 'e': 0.9958569022414925}",25,5,-105.2085250369139,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",1
59,False,"{'a': 0.5, 'e': 0.9957129082493628}",25,0,-81.69053711823761,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
60,False,"{'a': 0.5, 'e': 0.9955664599249897}",20,0,-32.350039972493576,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.9954175576293536}",20,7,-25.89552506721679,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.9952662017294838}",30,0,-98.1580969532736,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.9951123925984571}",30,2,-105.94337118497981,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 2}",1
64,False,"{'a': 0.5, 'e': 0.9949561306153978}",20,15,6.055228938627066,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.9947974161654759}",25,0,14.629588562862665,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.9946362496399065}",25,0,-42.4415062176094,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.9944726314359491}",30,16,-70.36945043386226,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
68,False,"{'a': 0.5, 'e': 0.9943065619569059}",25,5,-117.3085938173508,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",1
69,False,"{'a': 0.5, 'e': 0.9941380416121215}",30,0,-152.97749286929061,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.9939670708169818}",20,0,-47.85040609270628,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.9937936499929124}",20,0,-57.10162289455602,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9936177795673784}",20,9,-46.067749922814876,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
73,False,"{'a': 0.5, 'e': 0.9934394599738825}",20,0,-49.55285610941898,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.5, 'e': 0.9932586916519648}",25,17,-32.82114345655567,"{0: 6, 1: 0, 2: 0, 3: 2, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.993075475047201}",25,0,-18.836032334268577,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
76,False,"{'a': 0.5, 'e': 0.9928898106112014}",20,0,-78.37767390846041,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.9927016988016104}",30,2,-104.035912232705,"{0: 21, 1: 0, 2: 5, 3: 0, 4: 2}",1
78,False,"{'a': 0.5, 'e': 0.9925111400821046}",25,8,-32.07692510113691,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.9923181349223922}",30,16,-94.78484032736093,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 2}",1
80,False,"{'a': 0.5, 'e': 0.9921226837982114}",25,0,-60.718039823900746,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9919247871913297}",30,0,-98.31100671734941,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.9917244455895422}",25,0,13.850931240119241,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.9915216594866709}",20,11,16.180109681121124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.9913164293825633}",25,9,-35.224270426822656,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.9911087557830907}",20,0,-86.86801634185072,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.9908986392001478}",25,0,-77.2630609351871,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.9906860801516507}",25,7,6.052061964906301,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.9904710791615364}",25,11,-57.23194667714895,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
89,False,"{'a': 0.5, 'e': 0.9902536367597605}",20,9,-55.442308071067266,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.9900337534822967}",20,1,-52.25727694324294,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
91,False,"{'a': 0.5, 'e': 0.9898114298711352}",25,9,-18.039109743680495,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.9895866664742815}",25,0,-49.83051605998252,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.9893594638457546}",30,0,0.8963221741568725,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.9891298225455861}",20,8,9.904469751002695,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.9888977431398188}",25,0,-121.56632129357031,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
96,False,"{'a': 0.5, 'e': 0.9886632262005052}",25,11,-114.72745714579276,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 3}",1
97,False,"{'a': 0.5, 'e': 0.9884262723057059}",20,0,-76.79930796934397,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.9881868820394885}",20,0,-27.479578214238188,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.9879450559919257}",20,0,-32.19634485555759,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9877007947590948}",25,0,-12.591158861173197,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.9874540989430749}",25,18,-10.967329310088179,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.9872049691519464}",25,0,-116.82829692548867,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
103,False,"{'a': 0.5, 'e': 0.9869534059997894}",20,0,-62.87435028944897,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9866994101066816}",25,0,-5.140146662206364,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
105,False,"{'a': 0.5, 'e': 0.9864429820986974}",20,0,-82.82271511063912,"{0: 13, 1: 4, 2: 0, 3: 2, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.9861841226079061}",25,0,-110.96901007077217,"{0: 18, 1: 0, 2: 3, 3: 3, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.9859228322723702}",30,6,-42.58448717176869,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.9856591117361444}",20,0,-91.29039522310659,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.9853929616492729}",20,9,9.505577386969948,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.9851243826677893}",25,4,-8.3119276654445,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.9848533754537137}",30,13,-11.803356600066849,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.9845799406750515}",20,6,-73.4443378114799,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
113,False,"{'a': 0.5, 'e': 0.984304079005792}",30,14,-45.957192133816875,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
114,False,"{'a': 0.5, 'e': 0.9840257911259065}",25,0,-75.31775182508525,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.9837450777213468}",25,0,-64.58655048535182,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.983461939484043}",20,6,-40.6926703952581,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.9831763771119025}",25,0,-69.48691072430566,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.9828883913088079}",25,0,-37.4972042444319,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
119,False,"{'a': 0.5, 'e': 0.9825979827846152}",20,11,-18.431678692629983,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.9823051522551522}",30,0,-37.603527851845726,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.9820099004422168}",20,13,12.021070893661404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.981712228073575}",25,0,-88.30701182502483,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
123,False,"{'a': 0.5, 'e': 0.9814121358829593}",20,11,-3.8538836685804077,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.9811096246100668}",25,19,10.719082914660035,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.9808046950005572}",20,2,-67.80591239581514,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.9804973478060516}",25,0,-8.789734990034361,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.9801875837841297}",25,6,-117.30951703559,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 3}",1
128,False,"{'a': 0.5, 'e': 0.9798754036983289}",25,3,-51.16037052723288,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
129,False,"{'a': 0.5, 'e': 0.9795608083181417}",20,0,-38.161515078722914,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.979243798419014}",25,15,-64.86631314087752,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
131,False,"{'a': 0.5, 'e': 0.9789243747823434}",20,6,-50.26757719923377,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.9786025381954769}",20,0,16.12699635125775,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
133,False,"{'a': 0.5, 'e': 0.9782782894517097}",30,6,-112.28342699626982,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 2}",1
134,False,"{'a': 0.5, 'e': 0.977951629350282}",20,0,-53.432300706507434,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.9776225586963783}",25,4,-11.218921681054322,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.9772910783011246}",20,10,18.42423868699803,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.9769571889815868}",30,0,-70.07194926413727,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.9766208915607686}",25,0,-40.44210255366683,"{0: 20, 1: 1, 2: 2, 3: 2, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.9762821868676093}",25,0,-51.83879941002447,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.9759410757369817}",20,0,4.553811939833771,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.9755975590096908}",20,10,6.283056489782823,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.9752516375324707}",25,18,-0.475396353096162,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.9749033121579829}",20,0,-23.932420807563627,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.9745525837448147}",20,8,-27.064964980831284,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.9741994531574761}",25,0,-82.71262780246542,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.9738439212663987}",25,8,-90.01416713921985,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 1}",1
147,False,"{'a': 0.5, 'e': 0.9734859889479329}",20,0,-64.2287038313174,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.9731256570843458}",20,13,6.123076626267342,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.9727629265638192}",20,0,-85.88507415084797,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.9723977982804476}",35,15,24.917102804562482,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.9720302731342352}",20,6,-75.98172267277916,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
152,False,"{'a': 0.5, 'e': 0.9716603520310948}",20,0,-37.440472561019874,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.9712880358828445}",20,16,7.049243053575104,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.9709133256072064}",25,0,-64.30210985150278,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.9705362221278037}",20,15,10.28387551210438,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.9701567263741583}",20,8,-35.68514256432244,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.9697748392816894}",20,0,-12.048230258175877,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.96939056179171}",20,0,20.591869192151478,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.9690038948514258}",25,0,-103.32524350476248,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",1
160,False,"{'a': 0.5, 'e': 0.9686148394139318}",25,0,-44.650402812224215,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.9682233964382104}",20,0,-7.061725056911109,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.9678295668891295}",20,0,-29.73960165341573,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.9674333517374392}",25,0,-66.36836851026627,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",1
164,False,"{'a': 0.5, 'e': 0.96703475195977}",20,0,-10.9282424833298,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.9666337685386303}",20,10,-5.023561646734469,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.9662304024624038}",25,0,-129.07171899646033,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.9658246547253476}",35,0,-7.422694397058507,"{0: 29, 1: 3, 2: 3, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.965416526327589}",30,3,15.008582208086946,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.9650060182751234}",20,0,-56.896139950078286,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.9645931315798121}",30,11,-44.27452961326052,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.964177867259379}",20,0,-93.58420241655612,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.9637602263374091}",20,0,-39.20032173277315,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.9633402098433452}",25,0,-64.83853340881926,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
174,False,"{'a': 0.5, 'e': 0.962917818812486}",20,0,-81.97698464751255,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.9624930542859825}",20,0,2.024459578106759,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.962065917310837}",30,13,29.941135588722016,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.961636408939899}",25,0,-64.13135494928062,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.9612045302318634}",20,0,-9.63448191584118,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.9607702822512679}",25,17,4.548005154928703,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.9603336660684902}",25,0,1.384628596160804,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.9598946827597452}",25,17,-11.12750512097695,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.9594533334070827}",20,0,-107.40574345708126,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
183,False,"{'a': 0.5, 'e': 0.9590096190983844}",20,0,-5.283610404616497,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.9585635409273616}",25,7,-79.30516387126342,"{0: 14, 1: 0, 2: 0, 3: 3, 4: 1}",1
